longditude;laditude;lag
281.25;-76.25;12
283.75;-76.25;1
286.25;-76.25;1
288.75;-76.25;1
291.25;-76.25;1
293.75;-76.25;1
296.25;-76.25;1
298.75;-76.25;1
301.25;-76.25;1
303.75;-76.25;1
306.25;-76.25;1
308.75;-76.25;1
311.25;-76.25;1
313.75;-76.25;1
316.25;-76.25;1
318.75;-76.25;1
321.25;-76.25;0
323.75;-76.25;0
326.25;-76.25;1
328.75;-76.25;1
331.25;-76.25;1
333.75;-76.25;1
336.25;-76.25;1
338.75;-76.25;1
341.25;-76.25;0
343.75;-76.25;0
346.25;-76.25;0
348.75;-76.25;0
351.25;-76.25;0
353.75;-76.25;0
356.25;-76.25;0
358.75;-76.25;0
1.25;-73.75;0
3.75;-73.75;0
6.25;-73.75;0
8.75;-73.75;0
11.25;-73.75;0
13.75;-73.75;0
16.25;-73.75;0
18.75;-73.75;0
21.25;-73.75;0
23.75;-73.75;0
26.25;-73.75;0
28.75;-73.75;0
31.25;-73.75;0
33.75;-73.75;0
36.25;-73.75;0
38.75;-73.75;0
41.25;-73.75;0
43.75;-73.75;12
46.25;-73.75;0
48.75;-73.75;0
51.25;-73.75;0
53.75;-73.75;0
56.25;-73.75;0
58.75;-73.75;0
61.25;-73.75;0
63.75;-73.75;0
66.25;-73.75;0
68.75;-73.75;0
71.25;-73.75;0
73.75;-73.75;0
76.25;-73.75;0
78.75;-73.75;0
81.25;-73.75;0
83.75;-73.75;0
86.25;-73.75;0
88.75;-73.75;0
91.25;-73.75;0
93.75;-73.75;0
96.25;-73.75;0
98.75;-73.75;0
101.25;-73.75;0
103.75;-73.75;0
106.25;-73.75;0
108.75;-73.75;0
111.25;-73.75;0
113.75;-73.75;0
116.25;-73.75;0
118.75;-73.75;0
121.25;-73.75;0
123.75;-73.75;0
126.25;-73.75;0
128.75;-73.75;0
131.25;-73.75;9
133.75;-73.75;9
136.25;-73.75;0
138.75;-73.75;0
141.25;-73.75;0
143.75;-73.75;0
146.25;-73.75;0
148.75;-73.75;0
151.25;-73.75;0
153.75;-73.75;0
156.25;-73.75;0
158.75;-73.75;1
161.25;-73.75;1
163.75;-73.75;0
166.25;-73.75;0
168.75;-73.75;0
171.25;-73.75;1
173.75;-73.75;0
176.25;-73.75;0
178.75;-73.75;0
181.25;-73.75;0
183.75;-73.75;0
186.25;-73.75;0
188.75;-73.75;0
191.25;-73.75;0
193.75;-73.75;0
196.25;-73.75;7
198.75;-73.75;7
201.25;-73.75;7
203.75;-73.75;7
206.25;-73.75;0
208.75;-73.75;12
211.25;-73.75;12
213.75;-73.75;12
216.25;-73.75;12
218.75;-73.75;12
221.25;-73.75;12
223.75;-73.75;1
226.25;-73.75;1
228.75;-73.75;0
231.25;-73.75;0
233.75;-73.75;0
236.25;-73.75;0
238.75;-73.75;12
241.25;-73.75;12
243.75;-73.75;0
246.25;-73.75;0
248.75;-73.75;0
251.25;-73.75;0
253.75;-73.75;0
256.25;-73.75;0
258.75;-73.75;0
261.25;-73.75;0
263.75;-73.75;0
266.25;-73.75;0
268.75;-73.75;0
271.25;-73.75;0
273.75;-73.75;1
276.25;-73.75;1
278.75;-73.75;1
281.25;-73.75;1
283.75;-73.75;1
286.25;-73.75;1
288.75;-73.75;1
291.25;-73.75;1
293.75;-73.75;0
296.25;-73.75;1
298.75;-73.75;1
301.25;-73.75;1
303.75;-73.75;1
306.25;-73.75;12
308.75;-73.75;1
311.25;-73.75;1
313.75;-73.75;12
316.25;-73.75;12
318.75;-73.75;11
321.25;-73.75;11
323.75;-73.75;11
326.25;-73.75;11
328.75;-73.75;0
331.25;-73.75;0
333.75;-73.75;0
336.25;-73.75;0
338.75;-73.75;1
341.25;-73.75;1
343.75;-73.75;0
346.25;-73.75;0
348.75;-73.75;0
351.25;-73.75;0
353.75;-73.75;0
356.25;-73.75;0
358.75;-73.75;0
1.25;-71.25;0
3.75;-71.25;7
6.25;-71.25;0
8.75;-71.25;7
11.25;-71.25;0
13.75;-71.25;7
16.25;-71.25;0
18.75;-71.25;0
21.25;-71.25;0
23.75;-71.25;0
26.25;-71.25;0
28.75;-71.25;0
31.25;-71.25;0
33.75;-71.25;0
36.25;-71.25;5
38.75;-71.25;4
41.25;-71.25;4
43.75;-71.25;4
46.25;-71.25;0
48.75;-71.25;0
51.25;-71.25;0
53.75;-71.25;0
56.25;-71.25;0
58.75;-71.25;1
61.25;-71.25;1
63.75;-71.25;1
66.25;-71.25;1
68.75;-71.25;1
71.25;-71.25;1
73.75;-71.25;1
76.25;-71.25;1
78.75;-71.25;1
81.25;-71.25;0
83.75;-71.25;0
86.25;-71.25;0
88.75;-71.25;0
91.25;-71.25;0
93.75;-71.25;0
96.25;-71.25;0
98.75;-71.25;0
101.25;-71.25;0
103.75;-71.25;0
106.25;-71.25;0
108.75;-71.25;0
111.25;-71.25;0
113.75;-71.25;0
116.25;-71.25;0
118.75;-71.25;0
121.25;-71.25;0
123.75;-71.25;0
126.25;-71.25;0
128.75;-71.25;0
131.25;-71.25;0
133.75;-71.25;0
136.25;-71.25;0
138.75;-71.25;0
141.25;-71.25;0
143.75;-71.25;0
146.25;-71.25;12
148.75;-71.25;12
151.25;-71.25;12
153.75;-71.25;12
156.25;-71.25;12
158.75;-71.25;0
161.25;-71.25;0
163.75;-71.25;12
166.25;-71.25;12
168.75;-71.25;0
171.25;-71.25;1
173.75;-71.25;1
176.25;-71.25;1
178.75;-71.25;0
181.25;-71.25;0
183.75;-71.25;0
186.25;-71.25;0
188.75;-71.25;0
191.25;-71.25;0
193.75;-71.25;11
196.25;-71.25;11
198.75;-71.25;11
201.25;-71.25;11
203.75;-71.25;11
206.25;-71.25;12
208.75;-71.25;12
211.25;-71.25;12
213.75;-71.25;12
216.25;-71.25;12
218.75;-71.25;12
221.25;-71.25;12
223.75;-71.25;12
226.25;-71.25;12
228.75;-71.25;3
231.25;-71.25;3
233.75;-71.25;3
236.25;-71.25;4
238.75;-71.25;12
241.25;-71.25;12
243.75;-71.25;12
246.25;-71.25;0
248.75;-71.25;0
251.25;-71.25;0
253.75;-71.25;0
256.25;-71.25;0
258.75;-71.25;0
261.25;-71.25;0
263.75;-71.25;0
266.25;-71.25;0
268.75;-71.25;1
271.25;-71.25;1
273.75;-71.25;1
276.25;-71.25;1
278.75;-71.25;1
281.25;-71.25;1
283.75;-71.25;1
286.25;-71.25;1
288.75;-71.25;1
291.25;-71.25;1
293.75;-71.25;1
296.25;-71.25;11
298.75;-71.25;12
301.25;-71.25;12
303.75;-71.25;1
306.25;-71.25;1
308.75;-71.25;12
311.25;-71.25;12
313.75;-71.25;11
316.25;-71.25;1
318.75;-71.25;1
321.25;-71.25;11
323.75;-71.25;11
326.25;-71.25;11
328.75;-71.25;11
331.25;-71.25;0
333.75;-71.25;0
336.25;-71.25;0
338.75;-71.25;0
341.25;-71.25;0
343.75;-71.25;0
346.25;-71.25;0
348.75;-71.25;1
351.25;-71.25;0
353.75;-71.25;5
356.25;-71.25;5
358.75;-71.25;0
1.25;-68.75;0
3.75;-68.75;0
6.25;-68.75;0
8.75;-68.75;0
11.25;-68.75;0
13.75;-68.75;0
16.25;-68.75;0
18.75;-68.75;0
21.25;-68.75;0
23.75;-68.75;3
26.25;-68.75;3
28.75;-68.75;0
31.25;-68.75;0
33.75;-68.75;0
36.25;-68.75;0
38.75;-68.75;0
41.25;-68.75;0
43.75;-68.75;0
46.25;-68.75;0
48.75;-68.75;0
51.25;-68.75;0
53.75;-68.75;0
56.25;-68.75;0
58.75;-68.75;0
61.25;-68.75;0
63.75;-68.75;0
66.25;-68.75;0
68.75;-68.75;0
71.25;-68.75;0
73.75;-68.75;0
76.25;-68.75;0
78.75;-68.75;1
81.25;-68.75;1
83.75;-68.75;1
86.25;-68.75;1
88.75;-68.75;0
91.25;-68.75;0
93.75;-68.75;0
96.25;-68.75;0
98.75;-68.75;0
101.25;-68.75;0
103.75;-68.75;0
106.25;-68.75;0
108.75;-68.75;0
111.25;-68.75;0
113.75;-68.75;0
116.25;-68.75;0
118.75;-68.75;0
121.25;-68.75;0
123.75;-68.75;0
126.25;-68.75;0
128.75;-68.75;0
131.25;-68.75;0
133.75;-68.75;0
136.25;-68.75;0
138.75;-68.75;0
141.25;-68.75;9
143.75;-68.75;0
146.25;-68.75;0
148.75;-68.75;12
151.25;-68.75;12
153.75;-68.75;12
156.25;-68.75;12
158.75;-68.75;12
161.25;-68.75;0
163.75;-68.75;3
166.25;-68.75;3
168.75;-68.75;3
171.25;-68.75;2
173.75;-68.75;2
176.25;-68.75;2
178.75;-68.75;2
181.25;-68.75;2
183.75;-68.75;0
186.25;-68.75;2
188.75;-68.75;2
191.25;-68.75;2
193.75;-68.75;2
196.25;-68.75;0
198.75;-68.75;0
201.25;-68.75;11
203.75;-68.75;11
206.25;-68.75;11
208.75;-68.75;12
211.25;-68.75;12
213.75;-68.75;12
216.25;-68.75;4
218.75;-68.75;4
221.25;-68.75;4
223.75;-68.75;4
226.25;-68.75;4
228.75;-68.75;4
231.25;-68.75;4
233.75;-68.75;4
236.25;-68.75;4
238.75;-68.75;4
241.25;-68.75;5
243.75;-68.75;0
246.25;-68.75;5
248.75;-68.75;5
251.25;-68.75;5
253.75;-68.75;5
256.25;-68.75;5
258.75;-68.75;5
261.25;-68.75;0
263.75;-68.75;0
266.25;-68.75;0
268.75;-68.75;0
271.25;-68.75;0
273.75;-68.75;0
276.25;-68.75;0
278.75;-68.75;1
281.25;-68.75;1
283.75;-68.75;1
286.25;-68.75;1
288.75;-68.75;1
