longditude;laditude;correlation
1.25;-88.75;0.1322527123001808
3.75;-88.75;0.13013497609854174
6.25;-88.75;0.1313919178115541
8.75;-88.75;0.1329245676592786
11.25;-88.75;0.14286997211661828
13.75;-88.75;0.1346804808063172
16.25;-88.75;0.13528215409537395
18.75;-88.75;0.13636888736647101
21.25;-88.75;0.14205460873968154
23.75;-88.75;0.13703234457313976
26.25;-88.75;0.13496045254854405
28.75;-88.75;0.14325137711191796
31.25;-88.75;0.14210802529861932
33.75;-88.75;0.14656029584119556
36.25;-88.75;0.14761506452762074
38.75;-88.75;0.14641367263555796
41.25;-88.75;0.1375473704704294
43.75;-88.75;0.14397587349356614
46.25;-88.75;0.1463655244756305
48.75;-88.75;0.14096632746756282
51.25;-88.75;0.13884354875018073
53.75;-88.75;0.1303820325204619
56.25;-88.75;0.12414816864101512
58.75;-88.75;0.12534851674732558
61.25;-88.75;0.12763709998385542
63.75;-88.75;0.13162356183264173
66.25;-88.75;0.14113813557836924
68.75;-88.75;0.14084507527361403
71.25;-88.75;0.14181197753653235
73.75;-88.75;0.14989032802841012
76.25;-88.75;0.14847167956697527
78.75;-88.75;0.14729117522131713
81.25;-88.75;0.15405177315155755
83.75;-88.75;0.15723625871319363
86.25;-88.75;0.1509581299764131
88.75;-88.75;0.15295173617698257
91.25;-88.75;0.14873734087956006
93.75;-88.75;0.15127023289458363
96.25;-88.75;0.15530827129163932
98.75;-88.75;0.1576655381162392
101.25;-88.75;0.15267918386393534
103.75;-88.75;0.14693249594450633
106.25;-88.75;0.1536375490055287
108.75;-88.75;0.14380173496621695
111.25;-88.75;0.13181993338922895
113.75;-88.75;0.1345788343470372
116.25;-88.75;0.12676481191705824
118.75;-88.75;0.1213330236143989
121.25;-88.75;0.11814530491625508
123.75;-88.75;0.11105124961321887
126.25;-88.75;0.10784766332742775
128.75;-88.75;0.11342783961778719
131.25;-88.75;0.10432018845130621
133.75;-88.75;0.10042070415138113
136.25;-88.75;0.09865819117123245
138.75;-88.75;0.09793563725149017
141.25;-88.75;0.08986779333857232
143.75;-88.75;0.08715987755880755
146.25;-88.75;0.08799504974083112
148.75;-88.75;0.07480225364631565
151.25;-88.75;0.07502394885491606
153.75;-88.75;0.07251190610536097
156.25;-88.75;0.07498467456836601
158.75;-88.75;0.0736963529112182
161.25;-88.75;0.07347417647076987
163.75;-88.75;0.06484667296410064
166.25;-88.75;0.059454884349676974
168.75;-88.75;0.061553800704910656
171.25;-88.75;0.06108458670040643
173.75;-88.75;0.05822615776524894
