longditude;laditude;correlation;p_value_adj
1.25;-88.75;-0.0817009351783212;0.7225001748930582
3.75;-88.75;-0.10512942271454917;0.6271181415451286
6.25;-88.75;-0.039228159578374534;0.8798595248471383
8.75;-88.75;-0.02911794314927679;0.9166191749414316
11.25;-88.75;-0.04491110299365888;0.858162421675004
13.75;-88.75;-0.07149649919389751;0.7634379759191049
16.25;-88.75;-0.12434463848766589;0.5381822769867028
18.75;-88.75;-0.06578912975769312;0.7853028137271751
21.25;-88.75;-0.11692070484064673;0.5723460502134379
23.75;-88.75;-0.12550984120703504;0.5356970536472642
26.25;-88.75;-0.16247408796282;0.3423758031655111
28.75;-88.75;-0.1313507387950621;0.5043686399012517
31.25;-88.75;-0.12085269537384252;0.5539507885483919
33.75;-88.75;-0.15269242204579642;0.3904664110121179
36.25;-88.75;-0.1304198392172176;0.5103428230081869
38.75;-88.75;-0.10294695388677252;0.6360975008716163
41.25;-88.75;-0.11803211612480566;0.5675688004548542
43.75;-88.75;-0.09745171819581312;0.6616571097144575
46.25;-88.75;-0.14549118887265627;0.4277900873079141
48.75;-88.75;-0.08627081117368583;0.7062840298154975
51.25;-88.75;-0.13298357182022416;0.49605907079933165
53.75;-88.75;-0.11970193992212481;0.5597843784108463
56.25;-88.75;-0.06353788569619531;0.792530639188354
58.75;-88.75;-0.14276575436589675;0.43942778896246926
61.25;-88.75;-0.0919992087337754;0.6795368974432536
63.75;-88.75;-0.11028981338197692;0.6038844721680251
66.25;-88.75;-0.08869145136337986;0.6926598390420623
68.75;-88.75;-0.09710041935545659;0.6630154674133873
71.25;-88.75;-0.11032061828267357;0.6038487463177263
73.75;-88.75;-0.019874845749107417;0.943465058616449
76.25;-88.75;-0.10746611049335728;0.6163285119229264
78.75;-88.75;-0.07542541417967487;0.7472297183881849
81.25;-88.75;-0.07692555127756492;0.7430543164549713
83.75;-88.75;-0.06828675106395257;0.7756790418941045
86.25;-88.75;-0.044893338163418034;0.8582373111666958
88.75;-88.75;-0.06395258934694603;0.7915221674946495
91.25;-88.75;-0.07308403946998523;0.7574651717966729
93.75;-88.75;-0.03831088085425423;0.8839773010521241
96.25;-88.75;-0.011834265904514911;0.968234220647874
98.75;-88.75;-0.03486728422475239;0.8952463403369916
101.25;-88.75;-0.11418045744434738;0.5848421788933074
103.75;-88.75;-0.10416754473668967;0.6305731049038277
106.25;-88.75;-0.08879472138933857;0.6931587566010858
108.75;-88.75;-0.05690393651551092;0.8163311052362184
111.25;-88.75;-0.07905278336585692;0.7351959351660756
113.75;-88.75;-0.09282973419971624;0.6780584392069982
116.25;-88.75;-0.03181950192468155;0.9058549819457807
118.75;-88.75;-0.05062438659691311;0.837650522249076
121.25;-88.75;-0.0720226963769099;0.7615175035926054
123.75;-88.75;-0.03750606459659318;0.8871352951155862
126.25;-88.75;-0.04260701220893182;0.8679373972196182
128.75;-88.75;-0.06278134227422152;0.7951135890514592
131.25;-88.75;-0.07830165197163799;0.737030914531196
133.75;-88.75;-0.05136532373598287;0.836309716577896
136.25;-88.75;-0.01427518473071976;0.960612065124093
138.75;-88.75;-0.05384664696124952;0.8252842591557018
141.25;-88.75;-0.06193161153660536;0.7972623959402919
143.75;-88.75;-0.08745608461866407;0.6993208618873576
146.25;-88.75;-0.15957648146586526;0.3571531940300623
148.75;-88.75;-0.06808707255700398;0.7763926138413192
151.25;-88.75;-0.09136412590448735;0.6813788321679569
153.75;-88.75;-0.036443480473221074;0.8899706381184423
156.25;-88.75;-0.09995242398200137;0.6507900505802822
158.75;-88.75;-0.12205276297610175;0.5500385041642176
161.25;-88.75;-0.06673291439116111;0.7823127184161847
163.75;-88.75;-0.09963888156001548;0.6527203341594747
166.25;-88.75;-0.08276370798446586;0.7182960468990102
168.75;-88.75;-0.0889429821855084;0.692870552761442
171.25;-88.75;-0.06525167130765915;0.7869104706486802
173.75;-88.75;-0.05744313551502704;0.814507664290279
176.25;-88.75;-0.06519309900416201;0.7869374788312422
178.75;-88.75;-0.18505131889505408;0.24278610024749053
181.25;-88.75;-0.16033916086806865;0.3534644233031418
183.75;-88.75;-0.11675555249533273;0.5725898554414384
186.25;-88.75;-0.06201419957002214;0.7969623705070491
188.75;-88.75;-0.05686011465392751;0.816450982855975
191.25;-88.75;0.023480206212716903;0.9324390291085775
193.75;-88.75;-0.07957049737930978;0.732537713949512
196.25;-88.75;-0.08229262261366437;0.7197094960159218
198.75;-88.75;-0.044928271263111434;0.8580938689783772
201.25;-88.75;-0.06562177087699932;0.7864190334167668
203.75;-88.75;-0.01907888874653571;0.9461986591477421
206.25;-88.75;-0.059790084254527386;0.803938014667157
208.75;-88.75;-0.07038540721365001;0.7673159266844696
211.25;-88.75;-0.06858209071411604;0.7736385445316728
213.75;-88.75;-0.09614752006864744;0.6665556211407827
216.25;-88.75;-0.06883992873902987;0.7734202228510508
218.75;-88.75;-0.04314049281322976;0.8656924987777099
221.25;-88.75;-0.08664003104360082;0.7037444349648408
223.75;-88.75;-0.06484517995319022;0.7879399379697344
226.25;-88.75;-0.031207288268483763;0.9087283431882243
228.75;-88.75;0.007091877267903017;0.9829175460212997
231.25;-88.75;-0.09829496158333416;0.6582408373223954
233.75;-88.75;-0.0847079143916772;0.7139894016008728
236.25;-88.75;-0.06330017654257063;0.7930643580780469
238.75;-88.75;-0.017707383084967946;0.9500210962131524
241.25;-88.75;0.011998798892077014;0.9683127282339098
243.75;-88.75;0.025525519222502395;0.9277163979945398
246.25;-88.75;-0.024659255260366875;0.9298543761566395
248.75;-88.75;-0.03693080563683847;0.8890100997002522
251.25;-88.75;-0.04631026905225654;0.85354485935802
253.75;-88.75;-0.03579506215708365;0.8923794101028979
256.25;-88.75;-0.02411512332296242;0.9312268130754738
258.75;-88.75;-0.004308068229577802;0.9907602031122371
