longditude;laditude;correlation;p_value_adj
1.25;-88.75;-0.06866921433705275;0.7517792751283723
3.75;-88.75;-0.04023056625602611;0.8669751131785383
6.25;-88.75;-0.022804583302673886;0.9287372237196364
8.75;-88.75;-0.05290289218489474;0.8200870596797551
11.25;-88.75;-0.055901117798337584;0.8083130947230103
13.75;-88.75;-0.08824327308439343;0.6529402655678145
16.25;-88.75;-0.1306114715367162;0.4509795141775719
18.75;-88.75;-0.08918897382364001;0.6490022199616224
21.25;-88.75;-0.08636147861014465;0.6625005525013721
23.75;-88.75;-0.07362208921240788;0.7279970309952427
26.25;-88.75;-0.11344604504927448;0.5307255321901948
28.75;-88.75;-0.07122155090614828;0.738418036832088
31.25;-88.75;-0.09918501576650361;0.6028882088678336
33.75;-88.75;-0.10539510318874762;0.5714087021161656
36.25;-88.75;-0.09786801701646713;0.6086720194549387
38.75;-88.75;-0.09063486875886494;0.6433493846081706
41.25;-88.75;-0.06648136938377301;0.7615926311881576
43.75;-88.75;-0.06122300123048427;0.7853974685879991
46.25;-88.75;-0.11513295422690667;0.5217843042730678
48.75;-88.75;-0.09488574930599093;0.622596190708629
51.25;-88.75;-0.09241338256865791;0.6350998042037722
53.75;-88.75;-0.0664632676532313;0.7615506981724004
56.25;-88.75;-0.10321087191286221;0.5819700411832176
58.75;-88.75;-0.15028321702440964;0.35687437434306873
61.25;-88.75;-0.12136112942908349;0.4908331086731812
63.75;-88.75;-0.12188531426283127;0.4899487174471968
66.25;-88.75;-0.12356278188492215;0.4823419156789393
68.75;-88.75;-0.10781836140381774;0.5602260945805569
71.25;-88.75;-0.1343821374865863;0.43262225502486873
73.75;-88.75;-0.048673905936512295;0.8372573500874047
76.25;-88.75;-0.13420735053358596;0.43293619493624347
78.75;-88.75;-0.09693933936143323;0.6141794673797724
81.25;-88.75;-0.10910533035396332;0.5542067758734983
83.75;-88.75;-0.08862914422083437;0.6515266120549078
86.25;-88.75;-0.08511606501506896;0.6687419105492525
88.75;-88.75;-0.0902500989054157;0.6450971648220998
91.25;-88.75;-0.12275881816431926;0.4858593629478676
93.75;-88.75;-0.08078394315863205;0.688021838778973
96.25;-88.75;-0.032854732095995036;0.8940272212958225
98.75;-88.75;-0.10018559613288171;0.5988342666955371
101.25;-88.75;-0.11419010346932774;0.5267235320309679
103.75;-88.75;-0.09223054869286278;0.6360481382914328
106.25;-88.75;-0.10258492063200571;0.5860632265075699
108.75;-88.75;-0.09649688649562788;0.6165871085607133
111.25;-88.75;-0.09336086384049198;0.6300192636317252
113.75;-88.75;-0.11542152344748087;0.5205678715563312
116.25;-88.75;-0.07922142026632692;0.6955363055177798
118.75;-88.75;-0.08664964208211992;0.6611327149528411
121.25;-88.75;-0.09489795170999293;0.6225918452089066
123.75;-88.75;-0.03680454433188568;0.8807557171368212
126.25;-88.75;-0.0741924676416116;0.7250632839106865
128.75;-88.75;-0.08657108719599546;0.6616054091976332
131.25;-88.75;-0.11858679090674744;0.5054930640452773
133.75;-88.75;-0.09437481096237348;0.6253813015766662
136.25;-88.75;-0.02287379443600347;0.928475538273411
138.75;-88.75;-0.05363533535630862;0.8179886254023527
141.25;-88.75;-0.0904414178145196;0.6444197985904024
143.75;-88.75;-0.11602916272792585;0.5173414987601478
146.25;-88.75;-0.13839547087168316;0.41371406969878816
148.75;-88.75;-0.11045200975103119;0.546254747289684
151.25;-88.75;-0.14139959408218927;0.39942857088904066
153.75;-88.75;-0.10454641557913709;0.5757327988275956
156.25;-88.75;-0.12979916739003955;0.4546886544095579
158.75;-88.75;-0.1408803558386291;0.4020428858456044
161.25;-88.75;-0.0870308891702618;0.6587723081203751
163.75;-88.75;-0.08448455134452383;0.6713600515653464
166.25;-88.75;-0.12558510145201524;0.47235836041925866
168.75;-88.75;-0.12982807545971403;0.4545474852076381
171.25;-88.75;-0.1148720862429199;0.5236111240254551
173.75;-88.75;-0.1442256724662231;0.386621805496909
176.25;-88.75;-0.09615038128492685;0.6182379883782438
178.75;-88.75;-0.19089137982044918;0.18958832925130076
181.25;-88.75;-0.1898526052545471;0.19337679932997584
183.75;-88.75;-0.1297390985471294;0.45499205974204254
186.25;-88.75;-0.09977366527813733;0.6002463352949905
188.75;-88.75;-0.0932681437244444;0.6301321147292945
191.25;-88.75;-0.04192634079169845;0.8614371245620064
193.75;-88.75;-0.10140918814720709;0.591985862966364
196.25;-88.75;-0.12332279847380137;0.4828643668274698
198.75;-88.75;-0.10325121373260543;0.5818042860613118
201.25;-88.75;-0.1280837472710578;0.4612725473122372
203.75;-88.75;-0.0972070295749771;0.6124886733861292
206.25;-88.75;-0.08885683539201691;0.6504511678953577
208.75;-88.75;-0.09876726451626969;0.6045030694605442
211.25;-88.75;-0.0711964997955077;0.7384498278355157
213.75;-88.75;-0.10153908836666506;0.5911371606175048
216.25;-88.75;-0.08364417803508534;0.6757428543428127
218.75;-88.75;-0.08491438463373181;0.6695595540616579
221.25;-88.75;-0.12286156898666802;0.4855070922306765
223.75;-88.75;-0.11202305786707811;0.5368851699527964
226.25;-88.75;-0.0917772900758176;0.6380098133171476
228.75;-88.75;-0.07826816403537672;0.7007433127863516
231.25;-88.75;-0.1177125228459619;0.5105079170804794
233.75;-88.75;-0.10562577723709914;0.5700472819569296
236.25;-88.75;-0.16816184652246674;0.27688850769029877
238.75;-88.75;-0.13490882668986492;0.430782429602006
241.25;-88.75;-0.08728268272417887;0.6579199161923845
243.75;-88.75;-0.0949074027501792;0.622741175736334
246.25;-88.75;-0.13427663004738954;0.4328160597850457
248.75;-88.75;-0.18625318659800932;0.20669587910381562
251.25;-88.75;-0.13336495829133002;0.4363973515718491
253.75;-88.75;-0.11555859927513501;0.519969245955361
256.25;-88.75;-0.11711681762989291;0.5121865363382299
258.75;-88.75;-0.10595816015917342;0.5691573621291586
261.25;-88.75;-0.010030326386938548;0.9732247154967233
263.75;-88.75;-0.12309516107726834;0.48453528460162415
266.25;-88.75;-0.0735338500458;0.72823031226621
268.75;-88.75;-0.05796494709267564;0.8007233832409891
271.25;-88.75;-0.10629722398994199;0.5678255047139024
273.75;-88.75;-0.04689284038069975;0.8435996461863623
276.25;-88.75;-0.046702423807992936;0.8439249041874307
278.75;-88.75;-0.12729197700972397;0.4642545659375986
281.25;-88.75;-0.04512603192818643;0.8496797355866388
283.75;-88.75;-0.0935249104410374;0.6295244732151991
286.25;-88.75;-0.1021302011675631;0.5881387250865274
288.75;-88.75;-0.07887910319115805;0.6974141993528103
291.25;-88.75;-0.09698098472419596;0.6138660551524262
293.75;-88.75;-0.05954429438394559;0.7922999092570436
296.25;-88.75;-0.053497633313568264;0.8178514975164421
298.75;-88.75;-0.0340750804531069;0.8902065483853857
301.25;-88.75;-0.06600486640877888;0.7641531958168706
303.75;-88.75;-0.11725582939814772;0.511956706715871
306.25;-88.75;0.0019027260557703703;0.9941607752680717
308.75;-88.75;-0.16593806932669672;0.286114738100489
311.25;-88.75;0.01215371900585774;0.9654568342198151
313.75;-88.75;0.02522422706001463;0.9207955799031047
316.25;-88.75;-0.07252157157585358;0.7328349677202849
318.75;-88.75;-0.010413606164259986;0.9720851547583134
321.25;-88.75;-0.013792335904267183;0.9577772127873171
323.75;-88.75;-0.04075253683963324;0.8656171657198709
326.25;-88.75;-0.050174047055385876;0.8323205770188574
328.75;-88.75;-0.005580797736902753;0.9860178464495292
331.25;-88.75;0.07403261299427083;0.7261965668033129
333.75;-88.75;-0.010786688312577224;0.9702340142757938
336.25;-88.75;-0.09071310740531288;0.6430114225972975
338.75;-88.75;-0.032479833992765876;0.8954738590559561
341.25;-88.75;-0.06309807580918801;0.7779274153857163
343.75;-88.75;-0.06359955571959566;0.7756798304293977
346.25;-88.75;-0.06469804213162722;0.7703891430285785
348.75;-88.75;-0.0831443033765236;0.6776997832840943
351.25;-88.75;-0.1025253465952578;0.5863033641355682
353.75;-88.75;-0.03830287567769023;0.8738067560667702
356.25;-88.75;-0.02445810296730431;0.9233348246242318
358.75;-88.75;-0.08561015240596284;0.6654049355255841
1.25;-86.25;-0.022578307187838435;0.9294965478813515
3.75;-86.25;-0.004587645924912123;0.988157306052919
6.25;-86.25;-0.017008152640602726;0.9480147423164399
8.75;-86.25;-0.06368544555252154;0.7751017033683268
11.25;-86.25;-0.06258715905937387;0.7789753321558288
13.75;-86.25;-0.04836887083029586;0.8377775444116804
16.25;-86.25;-0.04430375270448856;0.8524114990289694
18.75;-86.25;-0.019229010899594216;0.940738284019667
21.25;-86.25;-0.0028122672373515787;0.9928309771428186
23.75;-86.25;-0.041984439123841415;0.8612728511621498
26.25;-86.25;-0.034235350868637535;0.8896492527002254
28.75;-86.25;-0.001568210572538508;0.9955538209011305
31.25;-86.25;-0.05045442252651787;0.8306972826356407
33.75;-86.25;-0.029142370383231;0.9089837043389493
36.25;-86.25;-0.03794474177196168;0.8752138717801091
38.75;-86.25;-0.028657939886520885;0.9105501341509424
41.25;-86.25;-0.021133104372528314;0.9343648743412657
43.75;-86.25;-0.025195718914679647;0.9206591032660536
46.25;-86.25;-0.0278622453744104;0.9141654372722691
48.75;-86.25;-0.030648504701274972;0.9028793545633771
51.25;-86.25;-0.05861049059387451;0.797720573849352
53.75;-86.25;-0.04476894720193755;0.8509795611645244
56.25;-86.25;-0.030889897768109048;0.9019374647948984
58.75;-86.25;-0.047940053667432335;0.8391612289752522
61.25;-86.25;-0.07326556815380954;0.7295758446585625
63.75;-86.25;-0.054004259907243425;0.8162182760149279
66.25;-86.25;-0.026933423061566576;0.91613707066193
68.75;-86.25;-0.03093783178756046;0.9018804332477499
71.25;-86.25;-0.04346111283349497;0.8559123582166156
73.75;-86.25;-0.03982731065528549;0.8677604257398437
76.25;-86.25;-0.03001866519434946;0.9059209560723713
78.75;-86.25;-0.04765233310098701;0.8407440103202541
81.25;-86.25;-0.06468807670413328;0.770259188735882
83.75;-86.25;-0.06741457409290695;0.7587318785861631
86.25;-86.25;-0.06684548479219148;0.7606176895595519
88.75;-86.25;-0.06713635507221165;0.7597250013897554
91.25;-86.25;-0.0458977734048482;0.8480445604505737
93.75;-86.25;-0.04817662106398219;0.8381208655281854
96.25;-86.25;-0.03935327631351697;0.8700448711544267
98.75;-86.25;-0.05385237026267634;0.8168109789635511
101.25;-86.25;-0.02746778634814335;0.9149295566101083
